PROVIDERCODE,PROVIDERNAME,ADDRESS,PROVINCE,REGION,ACCREDITATION,GEOMETRY,FRAME
880000000013763,TONGCO DENTAL CLINIC,"150 BANLIC NATIONAL ROAD, CABUYAO, LAGUNA, CABUYAO, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.138901,14.228101,0.000000</coordinates></Point>",
880000000013766,DIZON-ALINSUNURIN DENTAL CLINIC-TANAUAN,"A MABINI AVENUE,, TANAUAN CITY, BATANGAS, PHILIPPINES",BATANGAS,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.139824,14.084571,0.000000</coordinates></Point>",
880000000013320,IMEE TOGA DENTAL CLINIC,"#53 NATIONAL HI-WAY BANLIC, CABUYAO, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.140450,14.225241,0.000000</coordinates></Point>",
880000000000356,CALAMBA DOCTORS' HOSPITAL,"NATIONAL HIGHWAY, PARIAN, CALAMBA, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.142258,14.217525,0.000000</coordinates></Point>",
880000000009742,H VILL HOSPITAL,"82 J.P. RIZAL ST. MANGGAHAN, RODRIGUEZ (MONTALBAN), RIZAL, PHILIPPINES",RIZAL,REGION 4-A,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.142998,14.726718,0.000000</coordinates></Point>",
880000000013682,BISCOCHO'S DENTAL CLINIC-MABINI,"GROUND FLR. GLORIA GALLERIA BLDG. A. MABINI AVE. TANAUAN CITY, TANAUAN CITY, BATANGAS, PHILIPPINES",BATANGAS,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.144630,14.083842,0.000000</coordinates></Point>",
880000000005972,BISCOCHO'S DENTAL CLINIC- BURGOS,"87 BARANGAY 7 A. BURGOS ST. TANAUAN CITY, TANAUAN CITY, BATANGAS, PHILIPPINES",BATANGAS,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.146240,14.082448,0.000000</coordinates></Point>",
880000000005993,"ST. JOHN THE BAPTIST MEDICAL CENTER, INC.","PARIAN, CALAMBA, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.147987,14.193990,0.000000</coordinates></Point>",
880000000014767,DR. RAQUEL HERMANO-GUEVARRA DENTAL CLINIC,"#128 NATIONAL HIGHWAY, REAL, CALAMBA, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.150063,14.198159,0.000000</coordinates></Point>",
880000000013367,HUMARANG COMPREHENSIVE DENTAL OFFICE,"2ND LEVEL ROBINSONS PLACE LIPA CITY, LIPA CITY, BATANGAS, PHILIPPINES",BATANGAS,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.150314,13.943480,0.000000</coordinates></Point>",
880000000001544,DANIEL O. MERCADO MEDICAL CENTER,"PRES. J.P. LAUREL HIGHWAY, TANAUAN, BATANGAS, PHILIPPINES",BATANGAS,REGION 4-A,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.151230,14.079690,0.000000</coordinates></Point>",
880000000014911,COMFY DENTAL CARE CLINIC,"R VENUE BLDG., AVELINO ST. COR. JP LAUREL HI-WAY, BRGY 3, TANAUAN, BATANGAS, PHILIPPINES",BATANGAS,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.151329,14.079565,0.000000</coordinates></Point>",
880000000002908,MARY MEDIATRIX MEDICAL CENTER,"J.P. LAUREL HIGHWAY, LIPA CITY, BATANGAS, PHILIPPINES",BATANGAS,REGION 4-A,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.151703,13.943376,0.000000</coordinates></Point>",
880000000000357,CALAMBA EYE CENTER,"2ND FLOOR, CALAMBA MEDICAL CENTER, CROSSING,, CALAMBA, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE OUTSOURCED HOSPITAL,"<Point><coordinates>121.154160,14.206604,0.000000</coordinates></Point>",
880000000000359,CALAMBA MEDICAL CENTER,"CROSSING, CALAMBA, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.154198,14.206687,0.000000</coordinates></Point>",
880000000013428,Y&S DENTAL CLINIC,"UNIT 1,2ND  FLOOR JULITA'S BUILDING CROSSING CALAMBA CITY LAGUNA, CALAMBA CITY, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.154846,14.205564,0.000000</coordinates></Point>",
880000000014912,VALDEZ-CANTA DENTAL CLINIC,"RM. 305 DANHEDAN BLDG. BRGY. I, CROSSING, CALAMBA, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.155159,14.205970,0.000000</coordinates></Point>",
880000000009718,PAG-ASA HOSPITAL,"899 NATIONAL ROAD PAG-ASA, BINANGONAN, RIZAL, PHILIPPINES",RIZAL,REGION 4-A,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.156296,14.520621,0.000000</coordinates></Point>",
880000000013366,SERVILLON DENTAL CLINIC,"BLK 4 LOT 16 ST. JOSEPH 2 DARASA, TANAUAN BATANGAS, TANAUAN CITY, BATANGAS, PHILIPPINES",BATANGAS,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.157570,14.066359,0.000000</coordinates></Point>",
880000000013310,IRENEO RAMOS DENTAL CLINIC,"ELEAZAR BLDG, NATIONAL ROAD, BRGY. REAL CALAMBA CITY LAGUNA, CALAMBA CITY, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.157867,14.202985,0.000000</coordinates></Point>",
880000000013185,BAESA-TAN DENTAL CLINIC,"2H 2ND LEVEL JR. BUSINESS COMPLEX AYALA HIGHWAY LIPA CITY, LIPA CITY, BATANGAS, PHILIPPINES",BATANGAS,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.158424,13.949978,0.000000</coordinates></Point>",
880000000013765,DIZON - ALINSUNURIN DENTAL CLINIC - CABUYAO,"BLK. 1 51 LOT 1 PHASE 2,  MABUHAY CITY CABUYAO, LAGUNA, CABUYAO, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.160324,14.239499,0.000000</coordinates></Point>",
880000000013859,MOLAR HUB DENTAL CLINIC,"UNIT J. RICHILDA BLDG. LAKEVIEW SUBD., HALANG CALAMBA CITY, LAGUNA, CALAMBA CITY, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.160957,14.195787,0.000000</coordinates></Point>",
880000000013309,CALAMBA CITY DENTAL CARE CLINIC,"36 P. BURGOS ST., CALAMBA CITY, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.161049,14.210348,0.000000</coordinates></Point>",
880000000013306,LIRA-MACALINAO DENTAL CLINIC,"2F MANGUERA BLDG. E. MAYO ST., LIPA CITY, BATANGAS, LIPA CITY, BATANGAS, PHILIPPINES",BATANGAS,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.161919,13.940802,0.000000</coordinates></Point>",
880000000013187,ROWENA M. VIRTUSIO DENTAL CLINIC,"E. MAYO ST. LIPA CITY, LIPA CITY, BATANGAS, PHILIPPINES",BATANGAS,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.162117,13.940187,0.000000</coordinates></Point>",
880000000014534,"DENTAL ELITE A CENTER FOR AESTHETICS, IMPLANT & RESTORATIVE DENTISTRY - LIPA CITY","ROOM 204 ST. JOSEPH BLDG., P. TORRES ST. LIPA CITY, LIPA CITY, BATANGAS, PHILIPPINES",BATANGAS,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.162132,13.941895,0.000000</coordinates></Point>",
880000000013186,INCIDENTALS DENTAL CLINIC,"2/F MICHELLE BLDG. GEN. LUNA ST. SABANG, LIPA CITY, BATANGAS, PHILIPPINES",BATANGAS,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.165771,13.949504,0.000000</coordinates></Point>",
880000000011967,PLTC INC. LUIS A. TIAM MEMORIAL HOSPITAL,"BASCASAN, SOLANO, NUEVA VIZCAYA, PHILIPPINES",NUEVA VIZCAYA,REGION 2,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.168472,16.499298,0.000000</coordinates></Point>",
880000000012168,VICENTE L. DANGUILAN MEMORIAL CLINIC,"76 BURGOS ST., BRGY. QUIRINO, SOLANO, NUEVA VIZCAYA, PHILIPPINES",NUEVA VIZCAYA,REGION 2,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>121.180077,16.514894,0.000000</coordinates></Point>",
880000000014782,DR. JOSEPHINE M. ARAGO DENTAL CLINIC- NOBLE,"102 NOBLE ST., BATANGAS CITY, BATANGAS, PHILIPPINES",BATANGAS,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.203499,13.842070,0.000000</coordinates></Point>",
880000000013319,I LOVE MY DENTIST DENTAL CLINIC,"082 RUEDA BLDG. DR. GUALBERTO AVE. ROSARIO BATANGAS, ROSARIO, BATANGAS, PHILIPPINES",BATANGAS,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.205475,13.845268,0.000000</coordinates></Point>",
880000000001586,MORONG DOCTORS HOSPITAL,"491 GOV. MARTINEZ ST., MORONG, RIZAL, PHILIPPINES",RIZAL,REGION 4-A,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.238579,14.514410,0.000000</coordinates></Point>",
880000000002268,ST. JUDE FAMILY HOSPITAL,"LOPEZ AVE. BATONG MALAKE, LOS BAÑOS, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.243645,14.173267,0.000000</coordinates></Point>",
880000000002090,SAN PABLO COLLEGES MEDICAL CENTER,"BRGY. SAN RAFAEL, SAN PABLO CITY, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.306961,14.070647,0.000000</coordinates></Point>",
880000000000558,"COMMUNITY HOSPITAL OF SAN PABLO CITY, INC.","C. COLAGO AVENUE, SAN PABLO CITY, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.312851,14.073144,0.000000</coordinates></Point>",
880000000013742,DR. JENNETTE ABANTE-RODRIGUEZ DENTAL CLINIC,"# 3 P. ZULUETA ST., SAN PABLO CITY, LAGUNA, SAN PABLO CITY, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.325348,14.072062,0.000000</coordinates></Point>",
880000000013743,TEE DENTAL CLINIC,"LA SUERTE BLDG., M. PAULINO ST., SAN PABLO CITY, LAGUNA, SAN PABLO CITY, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.326294,14.066276,0.000000</coordinates></Point>",
880000000009478,LAGUNA HOLY FAMILY HOSPITAL,"1824 J. DE LEON ST. BRGY. PAGSAWITAN, SANTA CRUZ, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.420273,14.275249,0.000000</coordinates></Point>",
880000000000492,CHRISTIAN GENERAL HOSPITAL,"564 A. MABINI ST., PAGSANJAN, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.455330,14.273575,0.000000</coordinates></Point>",
880000000006004,ALMORA GENERAL HOSPITAL,"PUROK 4, BULANAO, TABUK, KALINGA, PHILIPPINES",KALINGA,CAR,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.463448,17.470856,0.000000</coordinates></Point>",
880000000005988,CALLANG GENERAL HOSPITAL  MEDICAL CENTER INC.,"JUDGE TAGUINOD COR. TURINGAN STS. CENTRO EAST, SANTIAGO CITY, ISABELA, PHILIPPINES",ISABELA,REGION 2,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.550339,16.692522,0.000000</coordinates></Point>",
880000000000629,DE VERA'S MEDICAL CENTER,"CALAO EAST 3311, SANTIAGO CITY, ISABELA, PHILIPPINES",ISABELA,REGION 2,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.556664,16.695988,0.000000</coordinates></Point>",
880000000006018,CAGAYAN VALLEY ADVENTIST HOSPITAL INC.,"PUROK 5, NATIONAL HIGH-WAY, MABINI, SANTIAGO CITY, ISABELA, PHILIPPINES",ISABELA,REGION 2,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.566643,16.696453,0.000000</coordinates></Point>",
880000000013369,CADA DENTAL CLINIC,"14 ALLAREY ST. BRGY 1, LUCENA CITY, LUCENA CITY, QUEZON, PHILIPPINES",QUEZON,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.611443,13.933109,0.000000</coordinates></Point>",
880000000013327,HERMOGENES DENTAL CLINIC,"5345 DALAHICAN ROAD LITTLE BAGUIO IBABANG DUPAY, LUCENA CITY, QUEZON, PHILIPPINES",QUEZON,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.624016,13.938774,0.000000</coordinates></Point>",
880000000014394,A.L VALENCIA DENTAL CLINIC,"3RD FLR. SM CITY LUCENA, RED-V, LUCENA CITY, QUEZON, PHILIPPINES",QUEZON,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.625305,13.941190,0.000000</coordinates></Point>",
880000000014054,"DR. RONALD P. GUZMAN MEDICAL CENTER, INC.","ENRILE BOULEVARD, CAGGAY HIGHWAY, TUGUEGARAO CITY, CAGAYAN, PHILIPPINES",CAGAYAN,REGION 2,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.756027,17.649839,0.000000</coordinates></Point>",
880000000014738,YOUR FRIENDLY DENTAL CLINIC,"DR. RONALD P. GUZMAN MEDICAL CENTER, ENRILE BLVD. CARIG SUR, TUGUEGARAO CITY, CAGAYAN, PHILIPPINES",CAGAYAN,REGION 2,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.756371,17.649462,0.000000</coordinates></Point>",
880000000009055,CAUAYAN MEDICAL SPECIALISTS HOSPITAL,"27 BURGOS ST., DISTRICT II, CAUAYAN CITY, ISABELA, PHILIPPINES",ISABELA,REGION 2,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.770393,16.936214,0.000000</coordinates></Point>",
880000000013181,MODERN DENTISTRY CLINIC,"SAN MIGUEL, BOAC MARINDUQUE, BOAC, MARINDUQUE, PHILIPPINES",MARINDUQUE,REGION 4-B,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.834946,13.441883,0.000000</coordinates></Point>",
880000000013180,CLASSICUS DENTISTA CENTRE,"MADRIGAL ST. BRGY. MALUSAK, BOAC, MARINDUQUE, PHILIPPINES",MARINDUQUE,REGION 4-B,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.838081,13.450649,0.000000</coordinates></Point>",
880000000013683,LEAL DENTAL CLINIC,"BARANGAY GITNANG BAYAN, MOGPOG, MARINDUQUE, PHILIPPINES",MARINDUQUE,REGION 4-B,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.850136,13.468345,0.000000</coordinates></Point>",
880000000001130,ISABELA DOCTORS GENERAL HOSPITAL,"NATIONAL HIGHWAY , BALIGATAN, ILAGAN, ISABELA, PHILIPPINES",ISABELA,REGION 2,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.863510,17.118015,0.000000</coordinates></Point>",
880000000013179,SMILE DENTAL CLINIC,"128 L. MENA ST. BRGY. PAG ASA STA CRUZ MARINDUQUE, SANTA CRUZ, MARINDUQUE, PHILIPPINES",MARINDUQUE,REGION 4-B,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>122.030212,13.469764,0.000000</coordinates></Point>",
880000000013467,NAGA TOOTH SPECIALISTS,"SUITE 209 PLAZA MEDICA, PANGANIBAN DRIVE,, NAGA CITY, CAMARINES SUR, PHILIPPINES",CAMARINES SUR,REGION 5,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>123.195358,13.621057,0.000000</coordinates></Point>",
880000000000706,DR. AMANDO D. COPE MEMORIAL HOSPITAL,"RUIVIVAR ST., TAYHI, , ALBAY, PHILIPPINES",ALBAY,REGION 5,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>123.729530,13.360983,0.000000</coordinates></Point>",
880000000000032,AGO GENERAL HOSPITAL,"RIZAL ST., LEGAZPI CITY, ALBAY, PHILIPPINES",ALBAY,REGION 5,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>123.730942,13.139726,0.000000</coordinates></Point>",
880000000001149,JAIME B. BERCES MEMORIAL HOSPITAL,"V. DEMETRIOU ST., , ALBAY, PHILIPPINES",ALBAY,REGION 5,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>123.731644,13.358395,0.000000</coordinates></Point>",
880000000013435,DR. JENNIFER LIANKO AGNAS DENTAL CLINIC,"DAMETRIOU ST. QUINALE TABACO CITY, TABACO CITY, ALBAY, PHILIPPINES",ALBAY,REGION 5,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>123.732468,13.359078,0.000000</coordinates></Point>",
880000000013434,DR. ROMEO BRENDAN F. ATIENZA DENTAL CLINIC,"SIKATUNA COR. ROSARIO ST. OLD ALBAY DIST. LEGAZPI CITY, LEGAZPI CITY, ALBAY, PHILIPPINES",ALBAY,REGION 5,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>123.734009,13.137712,0.000000</coordinates></Point>",
880000000009169,IBALONG MEDICAL CENTER,"BICOL MEDICAL PLAZA, RIZAL ST, LEGAZPI CITY, ALBAY, PHILIPPINES",ALBAY,REGION 5,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>123.737411,13.138462,0.000000</coordinates></Point>",
880000000013432,BELLUDO DENTAL CLINIC AND SUPPLY,"RM 203 AQUENDE BLDG., LEGAZPI CITY, ALBAY, PHILIPPINES",ALBAY,REGION 5,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>123.737984,13.154376,0.000000</coordinates></Point>",
880000000000825,"ESTEVEZ MEMORIAL HOSPITAL, INC.","DON JUAN ESTEVEZ ST. GUEVARRA SUBDIVISION, LEGAZPI CITY, ALBAY, PHILIPPINES",ALBAY,REGION 5,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>123.740791,13.138140,0.000000</coordinates></Point>",
880000000002460,TANCHULING GENERAL HOSPITAL,"IMPERIAL COURT SUBD., BRGY. 24 RIZAL ST., LEGAZPI CITY, ALBAY, PHILIPPINES",ALBAY,REGION 5,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>123.751999,13.143699,0.000000</coordinates></Point>",
880000000000254,BICOL EYE CENTER-LEGASPI,"LEGASPI 1 # 330 RIZAL ST., LEGAZPI CITY, ALBAY, PHILIPPINES",ALBAY,REGION 5,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>123.752663,13.144702,0.000000</coordinates></Point>",
880000000013433,SHERLIM DENTAL CARE & SUPPLY,"RIZAL ST. OLD ALBAY, LEGAZPI CITY, IBALONG MEDICAL PLAZA, LEGAZPI CITY, ALBAY, PHILIPPINES",ALBAY,REGION 5,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>123.754456,13.147956,0.000000</coordinates></Point>",
880000000000614,DAVAO DOCTORS HOSPITAL,"118 QUIRINO AVENUE, DAVAO CITY, DAVAO DEL SUR, PHILIPPINES",DAVAO DEL SUR,REGION 11,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>125.604584,7.070240,0.000000</coordinates></Point>",
